location,indicator,subject,measure,frequency,time,value
EGY,MEATCONSUMP,SHEEP,KG_CAP,A,1993,1.15792797548142
PAK,MEATCONSUMP,BEEF,KG_CAP,A,2008,5.86145800171483
RUS,MEATCONSUMP,PIG,KG_CAP,A,1997,11.826256396218
MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2016,27.7914294328536
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,2023,31.7562644076089
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.465456030727657
SAU,MEATCONSUMP,SHEEP,KG_CAP,A,2012,5.51284753013572
KAZ,MEATCONSUMP,BEEF,KG_CAP,A,1997,16.3613171231322
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.161571403969802
NZL,MEATCONSUMP,PIG,THND_TONNE,A,2004,77.66936454
CHE,MEATCONSUMP,PIG,THND_TONNE,A,2004,244.004099551642
KAZ,MEATCONSUMP,BEEF,THND_TONNE,A,1998,344.038094384766
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2013,397.998085839844
PRY,MEATCONSUMP,PIG,THND_TONNE,A,2013,176.127098901367
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2011,298.9884973
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,147.021630151367
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2025,7.62787280790535
PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2012,54.9631012512207
BRICS,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.52035254308456
SAU,MEATCONSUMP,PIG,THND_TONNE,A,2004,2.49010000953674
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.674046754959933
COL,MEATCONSUMP,BEEF,KG_CAP,A,2026,11.6458869951291
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2025,1.50714496644482
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,2022,835.262461685621
PRY,MEATCONSUMP,BEEF,KG_CAP,A,1999,30.2440968045049
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,35871.3022839404
MEX,MEATCONSUMP,BEEF,THND_TONNE,A,2012,1516.94824649166
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,1990,0.0001
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,2013,4.07864690057365
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,2003,8762.38593256779
SAU,MEATCONSUMP,SHEEP,KG_CAP,A,1990,5.66652112989444
PER,MEATCONSUMP,POULTRY,THND_TONNE,A,2003,584.988137109375
EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2025,13.2293007046008
MYS,MEATCONSUMP,POULTRY,THND_TONNE,A,2018,1773.29514394531
PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,43.8197991112733
NGA,MEATCONSUMP,POULTRY,THND_TONNE,A,1997,171.040093286133
THA,MEATCONSUMP,BEEF,KG_CAP,A,2025,1.35837026505342
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,2007,2557.354553
IRN,MEATCONSUMP,BEEF,THND_TONNE,A,2001,341.082070214844
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.444595579657433
OECD,MEATCONSUMP,POULTRY,KG_CAP,A,2023,31.0997610909874
JPN,MEATCONSUMP,SHEEP,THND_TONNE,A,2019,23.2155808683871
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2023,932.044964185651
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2009,4.96547319082111
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,2011,127.398102624512
BRA,MEATCONSUMP,BEEF,KG_CAP,A,1992,20.5016309248422
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,2018,38.1822211457423
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2013,1.97730684813156
COL,MEATCONSUMP,BEEF,THND_TONNE,A,2013,819.940102441406
NZL,MEATCONSUMP,BEEF,KG_CAP,A,2017,12.0722127016662
EU27,MEATCONSUMP,BEEF,THND_TONNE,A,2001,7204.2789965777
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.457157144621147
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1990,24.8649126772851
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,1992,5.1278904940885
JPN,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,22.9802205850471
BRA,MEATCONSUMP,SHEEP,THND_TONNE,A,2027,137.268720880939
OECD,MEATCONSUMP,PIG,KG_CAP,A,2017,23.3564537895078
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,2020,13.7072547114789
PAK,MEATCONSUMP,BEEF,THND_TONNE,A,2020,1931.99042330375
CHN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.7531111707372
IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,2504.65965912084
MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2000,17.7743710206383
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2023,7.56197789944738
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2008,15922.103615625
MYS,MEATCONSUMP,BEEF,THND_TONNE,A,2015,256.192116601563
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2005,93.0374086438632
IND,MEATCONSUMP,BEEF,KG_CAP,A,2021,0.537464780854515
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,1995,203.836098535156
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.408741943693249
IDN,MEATCONSUMP,PIG,KG_CAP,A,2018,1.02044545628306
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,5.6650999120409
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,5.16770969606453
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,9612.05101889763
EU27,MEATCONSUMP,PIG,KG_CAP,A,2006,34.7621411047752
TUR,MEATCONSUMP,POULTRY,KG_CAP,A,2018,19.2651739453079
JPN,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,22.7942033014044
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,3.78838220534692
ISR,MEATCONSUMP,POULTRY,THND_TONNE,A,2009,523.772133691406
MEX,MEATCONSUMP,PIG,THND_TONNE,A,2022,2449.96155476595
PER,MEATCONSUMP,POULTRY,KG_CAP,A,2014,38.206024435949
PER,MEATCONSUMP,PIG,KG_CAP,A,1993,2.54517215317399
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.49060607241853
CHE,MEATCONSUMP,PIG,THND_TONNE,A,2006,255.796095718345
THA,MEATCONSUMP,BEEF,KG_CAP,A,2016,1.18013100765866
WLD,MEATCONSUMP,POULTRY,KG_CAP,A,2003,10.4539669509408
COL,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.140010936885423
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2004,145.717332
BRICS,MEATCONSUMP,PIG,THND_TONNE,A,2016,63489.0353072059
ISR,MEATCONSUMP,BEEF,KG_CAP,A,2027,20.468455365078
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.798804698164611
SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,1416.81862451108
USA,MEATCONSUMP,POULTRY,THND_TONNE,A,2000,13838.2125810625
THA,MEATCONSUMP,BEEF,KG_CAP,A,2008,1.80851455184091
VNM,MEATCONSUMP,POULTRY,THND_TONNE,A,1994,170.050087792969
AUS,MEATCONSUMP,BEEF,THND_TONNE,A,2028,691.865214476647
ETH,MEATCONSUMP,SHEEP,THND_TONNE,A,2022,48.2413162739685
TUR,MEATCONSUMP,PIG,KG_CAP,A,2011,2.0188135826e-06
NGA,MEATCONSUMP,POULTRY,KG_CAP,A,2022,0.798833283574092
UKR,MEATCONSUMP,PIG,THND_TONNE,A,1996,787.519081933594
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,17260.9859703613
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2025,542.283132092179
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1992,22.3287102068472
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2015,15.8230999542236
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.467992631430085
MYS,MEATCONSUMP,PIG,KG_CAP,A,1990,10.0592227361022
PER,MEATCONSUMP,PIG,KG_CAP,A,2009,3.14307805312957
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2022,28.0601321662575
NGA,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,169.0001
EU27,MEATCONSUMP,SHEEP,THND_TONNE,A,2015,724.357105509467
BRA,MEATCONSUMP,SHEEP,THND_TONNE,A,2007,114.538102766669
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,5.82114008093207
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2006,201.43711171875
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2019,14.9981001449585
UKR,MEATCONSUMP,PIG,KG_CAP,A,2010,13.0429714929693
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,1997,8929.92195336437
PHL,MEATCONSUMP,PIG,THND_TONNE,A,2015,1872.12302480469
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,324.1196614
ETH,MEATCONSUMP,PIG,KG_CAP,A,2003,0.0180750631157358
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,1992,129.246102197266
COL,MEATCONSUMP,POULTRY,THND_TONNE,A,2018,1723.0001
NZL,MEATCONSUMP,BEEF,KG_CAP,A,2022,11.4927137202161
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2026,14.9981001449585
ARG,MEATCONSUMP,PIG,THND_TONNE,A,2003,192.9471
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2002,5535.40905809375
EGY,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,304.302071435547
MEX,MEATCONSUMP,PIG,KG_CAP,A,2000,8.97199158672089
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2014,17521.7972496582
PER,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,717.810097558594
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,2002,4.49149238095101
ARG,MEATCONSUMP,BEEF,THND_TONNE,A,1998,2144.9078068225
EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2018,1115.20005117188
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,22.3367750238184
ISR,MEATCONSUMP,PIG,KG_CAP,A,2010,1.98174249053021
MYS,MEATCONSUMP,PIG,THND_TONNE,A,2012,225.062096459961
VNM,MEATCONSUMP,POULTRY,KG_CAP,A,2007,6.28745599492372
EGY,MEATCONSUMP,POULTRY,THND_TONNE,A,1998,534.598122460938
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1992,12.8751657860648
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,40.9298743529131
PAK,MEATCONSUMP,SHEEP,THND_TONNE,A,2027,524.652371170004
ARG,MEATCONSUMP,BEEF,THND_TONNE,A,1991,2448.6671
PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,2017,41.4571007324219
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2024,125264.267378327
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.70621944185909
GBR,MEATCONSUMP,POULTRY,KG_CAP,A,2027,28.8617725230392
NOR,MEATCONSUMP,PIG,KG_CAP,A,2028,19.9682285884615
MYS,MEATCONSUMP,PIG,KG_CAP,A,1997,10.2510354450857
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.864429644996428
AUS,MEATCONSUMP,BEEF,THND_TONNE,A,1992,656.4266225
COL,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,8.37005999802665
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,2001,66.6130989624023
BRICS,MEATCONSUMP,SHEEP,KG_CAP,A,2022,1.79803417344009
TUR,MEATCONSUMP,POULTRY,KG_CAP,A,2019,19.3514543910214
MYS,MEATCONSUMP,POULTRY,KG_CAP,A,1995,30.2743848627554
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.2432282106736
PAK,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,421.784096582031
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,149.53769998
ISR,MEATCONSUMP,BEEF,THND_TONNE,A,2002,158.548088891602
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.921766577861284
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2012,40.4637372055174
EGY,MEATCONSUMP,SHEEP,KG_CAP,A,2015,1.20239079210864
ISR,MEATCONSUMP,SHEEP,THND_TONNE,A,2006,10.6390999389648
WLD,MEATCONSUMP,BEEF,THND_TONNE,A,2028,77570.3806794713
PAK,MEATCONSUMP,BEEF,KG_CAP,A,1995,4.82572004456648
NOR,MEATCONSUMP,BEEF,KG_CAP,A,1997,14.2633334445457
UKR,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.301346652127947
GBR,MEATCONSUMP,BEEF,KG_CAP,A,1999,1.1915557237e-06
ISR,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,209.499108178711
THA,MEATCONSUMP,BEEF,KG_CAP,A,2005,1.63569440865441
EGY,MEATCONSUMP,PIG,KG_CAP,A,2024,0.0072701568760107
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2027,2.16728919875233
USA,MEATCONSUMP,BEEF,KG_CAP,A,1992,30.3047688906046
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2013,199.841589800201
USA,MEATCONSUMP,PIG,KG_CAP,A,2003,23.7086073911625
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2026,4.08483468061061
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2018,119845.497929138
BRICS,MEATCONSUMP,PIG,THND_TONNE,A,2020,63508.6023787351
SAU,MEATCONSUMP,BEEF,THND_TONNE,A,2002,84.9831017089844
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,2013,35.3965853959545
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2011,5.55167280867722
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,1998,4.23276672049599
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2008,138.459099633789
NZL,MEATCONSUMP,PIG,THND_TONNE,A,2019,116.3383664314
VNM,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.0520974454990019
CHE,MEATCONSUMP,SHEEP,THND_TONNE,A,2022,11.3333433333333
PHL,MEATCONSUMP,BEEF,KG_CAP,A,2015,3.06412428145393
WLD,MEATCONSUMP,PIG,KG_CAP,A,2018,12.3162558870509
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,2010,7.65653681536908
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.671836394105248
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,1998,1.16007714914268
BRICS,MEATCONSUMP,PIG,KG_CAP,A,2014,16.6321461314516
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2015,18162.4107522305
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2021,127833.991559392
OECD,MEATCONSUMP,PIG,KG_CAP,A,1995,9.26508504154996
ISR,MEATCONSUMP,POULTRY,THND_TONNE,A,2008,512.383156640625
CHN,MEATCONSUMP,PIG,THND_TONNE,A,1991,24242.130959375
VNM,MEATCONSUMP,POULTRY,KG_CAP,A,2022,13.9245806535646
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2009,3.29864332546604
THA,MEATCONSUMP,BEEF,KG_CAP,A,2020,1.32726127103316
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,33.2734139245195
EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2027,1419.95348025125
BRICS,MEATCONSUMP,SHEEP,KG_CAP,A,2015,1.65835658930017
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2001,358.309090478516
THA,MEATCONSUMP,PIG,KG_CAP,A,2025,10.4591067794524
EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2000,768.919106347656
NOR,MEATCONSUMP,POULTRY,KG_CAP,A,2025,17.9370441017406
PER,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,1454.96506582031
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,30.0834158041217
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,155.90309987793
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2024,3.61928587827121
CHL,MEATCONSUMP,BEEF,THND_TONNE,A,2025,541.719066111249
PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,65.9249147235915
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,155.655098779297
MEX,MEATCONSUMP,BEEF,THND_TONNE,A,2001,1580.35152466672
CHL,MEATCONSUMP,PIG,THND_TONNE,A,2009,371.4170921875
KOR,MEATCONSUMP,BEEF,KG_CAP,A,1990,1.6308223181e-06
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,2000,3.13185836193489
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2018,2.40490758099648
CAN,MEATCONSUMP,SHEEP,THND_TONNE,A,2007,40.1401
PER,MEATCONSUMP,PIG,KG_CAP,A,2003,2.6975989172297
PER,MEATCONSUMP,PIG,THND_TONNE,A,2021,186.504723041866
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,1999,5.92292701893456
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,2001,3.89758253150946
IRN,MEATCONSUMP,PIG,KG_CAP,A,2016,1.8460979834e-06
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,146.300103051758
IND,MEATCONSUMP,BEEF,THND_TONNE,A,1995,2041.2081078125
MEX,MEATCONSUMP,BEEF,KG_CAP,A,2011,8.79726840473995
VNM,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.131596951678256
USA,MEATCONSUMP,BEEF,THND_TONNE,A,2015,11276.31982857
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,2011,381.227089746094
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,2024,14.537679739732
IRN,MEATCONSUMP,PIG,KG_CAP,A,2006,0.0021145932875608
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.31754217680372
IND,MEATCONSUMP,BEEF,KG_CAP,A,2011,0.75199395879168
IDN,MEATCONSUMP,PIG,KG_CAP,A,1993,2.54440957055371
PHL,MEATCONSUMP,BEEF,KG_CAP,A,2024,3.20889856103647
CHN,MEATCONSUMP,PIG,KG_CAP,A,1995,19.9547828408478
USA,MEATCONSUMP,BEEF,KG_CAP,A,2004,30.3112838849193
OECD,MEATCONSUMP,PIG,THND_TONNE,A,1993,13309.0449819203
RUS,MEATCONSUMP,PIG,KG_CAP,A,2024,21.4873699390943
ARG,MEATCONSUMP,SHEEP,THND_TONNE,A,1998,58.2392325105131
GBR,MEATCONSUMP,BEEF,THND_TONNE,A,2012,1039.90296993404
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2021,9932.72135029487
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2007,12.5684247836314
ETH,MEATCONSUMP,BEEF,THND_TONNE,A,1997,269.985115869141
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,391.864011695698
BRICS,MEATCONSUMP,POULTRY,KG_CAP,A,1997,5.65686626488386
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2006,17.7440994812012
COL,MEATCONSUMP,PIG,THND_TONNE,A,2025,607.873743185714
WLD,MEATCONSUMP,POULTRY,KG_CAP,A,2004,10.631633666693
RUS,MEATCONSUMP,PIG,KG_CAP,A,2001,10.1430914379957
KOR,MEATCONSUMP,PIG,THND_TONNE,A,2007,1505.96406862144
OECD,MEATCONSUMP,POULTRY,KG_CAP,A,2024,31.239442929535
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2026,38.9559106512311
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2020,5139.68295401143
BRA,MEATCONSUMP,BEEF,THND_TONNE,A,2016,7478.026114
UKR,MEATCONSUMP,PIG,KG_CAP,A,2015,12.8632921960989
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2016,10.668565147771
THA,MEATCONSUMP,PIG,KG_CAP,A,2011,9.9286895829894
PAK,MEATCONSUMP,POULTRY,KG_CAP,A,1992,1.33964599770475
PAK,MEATCONSUMP,BEEF,KG_CAP,A,2028,6.75028584944142
NGA,MEATCONSUMP,PIG,KG_CAP,A,2015,1.15215749248294
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2019,117808.645443895
NZL,MEATCONSUMP,POULTRY,KG_CAP,A,2012,32.5225097135623
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,2018,4.48039267714913
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2010,124.25610039959
VNM,MEATCONSUMP,PIG,KG_CAP,A,2001,14.0855134188049
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2023,10.4757992326639
THA,MEATCONSUMP,BEEF,THND_TONNE,A,1995,359.024117333984
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,1990,5.56623156855921
PER,MEATCONSUMP,POULTRY,KG_CAP,A,1993,11.6217427750293
GBR,MEATCONSUMP,POULTRY,THND_TONNE,A,2009,1626.77206854133
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.828619674855627
USA,MEATCONSUMP,BEEF,KG_CAP,A,2011,26.3068138591098
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,2002,2490.03726526032
VNM,MEATCONSUMP,BEEF,KG_CAP,A,1997,1.48475945124267
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2022,1.46298734479242
ARG,MEATCONSUMP,BEEF,KG_CAP,A,2028,38.3941837544974
USA,MEATCONSUMP,PIG,THND_TONNE,A,2000,8456.33271060863
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,45.8000992370605
ETH,MEATCONSUMP,POULTRY,KG_CAP,A,2020,0.113300347117133
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,2003,7.21271543278237
CHE,MEATCONSUMP,BEEF,THND_TONNE,A,2022,164.297678362833
CHE,MEATCONSUMP,PIG,KG_CAP,A,2013,23.9255773914048
MEX,MEATCONSUMP,BEEF,KG_CAP,A,2022,8.69826269765283
UKR,MEATCONSUMP,PIG,THND_TONNE,A,2001,592.846108300781
ZAF,MEATCONSUMP,PIG,KG_CAP,A,1999,2.30137608731687
KOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2008,635.118121965027
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2007,5.59023714323352
EU27,MEATCONSUMP,POULTRY,KG_CAP,A,2008,19.5321192744134
IRN,MEATCONSUMP,BEEF,THND_TONNE,A,2019,625.497327009082
SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2014,1435.2491234375
NGA,MEATCONSUMP,BEEF,THND_TONNE,A,1990,204.332100732422
COL,MEATCONSUMP,BEEF,THND_TONNE,A,2016,788.960121972656
EU27,MEATCONSUMP,PIG,THND_TONNE,A,2009,19385.552440568
ISR,MEATCONSUMP,PIG,THND_TONNE,A,1993,8.68509946594238
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,2026,1.26381691689936
VNM,MEATCONSUMP,SHEEP,THND_TONNE,A,2005,9.32509980926514
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2021,1.44755069541412
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.429823116950397
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,18.3812374465847
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,2015,103.996100660319
PER,MEATCONSUMP,PIG,KG_CAP,A,2008,3.18304855600806
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2014,6.68916863310328
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2018,8.52443299366288
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,21.1031006408691
THA,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,849.797036035156
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2008,3.06243613184838
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,2022,4.44798557544112
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2011,18331.776538832
KOR,MEATCONSUMP,PIG,KG_CAP,A,1993,13.4084959375413
ETH,MEATCONSUMP,PIG,THND_TONNE,A,2014,1.98210011253357
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2007,4.34433440365117
EU27,MEATCONSUMP,PIG,KG_CAP,A,2015,35.0341574505673
KAZ,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,198.666205961571
PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2008,53.8930977416992
VNM,MEATCONSUMP,PIG,THND_TONNE,A,2014,3512.22812734375
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1999,11.5412286348429
SAU,MEATCONSUMP,SHEEP,KG_CAP,A,1996,6.97551058633017
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,2008,92.2140987355351
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2027,4.13518550281615
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2009,27.4661690875157
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2020,2452.06565197697
AUS,MEATCONSUMP,PIG,THND_TONNE,A,2020,737.202443765121
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,1992,5.68682615148064
THA,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,666.939978306206
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2006,1009.172503475
PAK,MEATCONSUMP,PIG,KG_CAP,A,2015,7.825514709e-07
AUS,MEATCONSUMP,PIG,THND_TONNE,A,1992,340.3759
MYS,MEATCONSUMP,PIG,KG_CAP,A,2005,6.44655446567561
ISR,MEATCONSUMP,PIG,KG_CAP,A,2006,2.04884758202074
WLD,MEATCONSUMP,POULTRY,KG_CAP,A,2017,14.0990153901281
IND,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,4882.98247746503
VNM,MEATCONSUMP,POULTRY,KG_CAP,A,2015,15.2032531969805
TUR,MEATCONSUMP,PIG,THND_TONNE,A,2016,0.0001900000013643
THA,MEATCONSUMP,PIG,THND_TONNE,A,1998,463.712105615234
PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2000,5.78995734539725
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2024,10.7300857757481
EU27,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,853.79808920455
NZL,MEATCONSUMP,POULTRY,KG_CAP,A,1997,20.9008214026259
EU27,MEATCONSUMP,SHEEP,KG_CAP,A,2021,1.41418770560122
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2028,19.9991000840893
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,1804.2901
BRA,MEATCONSUMP,BEEF,THND_TONNE,A,2010,7360.10280366102
PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,44.2361973606942
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,1992,25.0141003975401
CHL,MEATCONSUMP,BEEF,THND_TONNE,A,2018,487.226113183594
NOR,MEATCONSUMP,PIG,THND_TONNE,A,2014,131.080856415795
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2021,122660.718061548
PRY,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.514912606293423
THA,MEATCONSUMP,PIG,KG_CAP,A,1999,5.63374188531861
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2028,297.620126055257
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,23.1750995706837
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2003,5.51156503530247
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2002,22.3128746441393
MEX,MEATCONSUMP,PIG,KG_CAP,A,2024,14.2054494506345
